ITEM CODE,ITEM DESCRIPTION,MODEL,DATE,ACTUAL,FORECAST
23314,CORONA EXTRA 18PK NR - 12OZ,Holt-Winters,2026-06-01,3165.33,0.0
23314,CORONA EXTRA 18PK NR - 12OZ,Holt-Winters,2026-07-01,2927.0,162.2086639198834
23314,CORONA EXTRA 18PK NR - 12OZ,SARIMA,2026-02-01,0.0,29.622342896355708
23314,CORONA EXTRA 18PK NR - 12OZ,SARIMA,2026-03-01,0.0,0.0
23314,CORONA EXTRA 18PK NR - 12OZ,SARIMA,2026-04-01,0.0,0.0
23314,CORONA EXTRA 18PK NR - 12OZ,SARIMA,2026-05-01,0.0,0.0
23314,CORONA EXTRA 18PK NR - 12OZ,SARIMA,2026-06-01,3165.33,0.0
23314,CORONA EXTRA 18PK NR - 12OZ,SARIMA,2026-07-01,2927.0,100.5200470658241
91170,COORS LT 30PK CAN - 12OZ,Naive Seasonal,2026-02-01,0.0,0.0
91170,COORS LT 30PK CAN - 12OZ,Naive Seasonal,2026-03-01,0.0,0.0
91170,COORS LT 30PK CAN - 12OZ,Naive Seasonal,2026-04-01,0.0,0.0
91170,COORS LT 30PK CAN - 12OZ,Naive Seasonal,2026-05-01,0.0,0.0
91170,COORS LT 30PK CAN - 12OZ,Naive Seasonal,2026-06-01,3837.8,0.0
91170,COORS LT 30PK CAN - 12OZ,Naive Seasonal,2026-07-01,3326.0,0.0
91170,COORS LT 30PK CAN - 12OZ,Holt-Winters,2026-02-01,0.0,0.0
91170,COORS LT 30PK CAN - 12OZ,Holt-Winters,2026-03-01,0.0,0.0
91170,COORS LT 30PK CAN - 12OZ,Holt-Winters,2026-04-01,0.0,0.0
91170,COORS LT 30PK CAN - 12OZ,Holt-Winters,2026-05-01,0.0,0.0
91170,COORS LT 30PK CAN - 12OZ,Holt-Winters,2026-06-01,3837.8,0.0
91170,COORS LT 30PK CAN - 12OZ,Holt-Winters,2026-07-01,3326.0,0.0
91170,COORS LT 30PK CAN - 12OZ,SARIMA,2026-02-01,0.0,0.0
91170,COORS LT 30PK CAN - 12OZ,SARIMA,2026-03-01,0.0,0.0
91170,COORS LT 30PK CAN - 12OZ,SARIMA,2026-04-01,0.0,0.0
91170,COORS LT 30PK CAN - 12OZ,SARIMA,2026-05-01,0.0,0.0
91170,COORS LT 30PK CAN - 12OZ,SARIMA,2026-06-01,3837.8,0.0
91170,COORS LT 30PK CAN - 12OZ,SARIMA,2026-07-01,3326.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,Naive Seasonal,2026-02-01,0.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,Naive Seasonal,2026-03-01,0.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,Naive Seasonal,2026-04-01,0.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,Naive Seasonal,2026-05-01,0.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,Naive Seasonal,2026-06-01,5997.06,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,Naive Seasonal,2026-07-01,3488.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,Holt-Winters,2026-02-01,0.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,Holt-Winters,2026-03-01,0.0,105.24510642101014
23318,MODELO ESPECIAL 18PK CAN - 12OZ,Holt-Winters,2026-04-01,0.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,Holt-Winters,2026-05-01,0.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,Holt-Winters,2026-06-01,5997.06,37.2737646089999
23318,MODELO ESPECIAL 18PK CAN - 12OZ,Holt-Winters,2026-07-01,3488.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,SARIMA,2026-02-01,0.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,SARIMA,2026-03-01,0.0,62.04997244098729
23318,MODELO ESPECIAL 18PK CAN - 12OZ,SARIMA,2026-04-01,0.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,SARIMA,2026-05-01,0.0,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,SARIMA,2026-06-01,5997.06,0.0
23318,MODELO ESPECIAL 18PK CAN - 12OZ,SARIMA,2026-07-01,3488.0,0.0
